"gene_symbol","ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","contrast"
"Cgas","ENSMUSG00000032344.17",1.236038,3.28847947,20.1717122,7.9616633e-19,1.56677572e-14,"Geno_at_39"
"Ifi27","ENSMUSG00000064215.13",0.992926687,5.11836604,15.8847716,3.01810174e-15,2.96966121e-11,"Geno_at_39"
"Ifit1","ENSMUSG00000034459.8",1.68951473,0.415313199,14.1329802,1.10809143e-14,7.2687104e-11,"Geno_at_39"
"Irf7","ENSMUSG00000025498.15",1.48121668,1.96495256,13.8394013,1.90412417e-14,9.36781486e-11,"Geno_at_39"
"5830416I19Rik","ENSMUSG00000106219.1",1.6094815,0.316741469,13.6876803,2.52732668e-14,9.94705233e-11,"Geno_at_39"
"Helz2","ENSMUSG00000027580.17",0.523287594,6.32792908,12.5849871,2.12560967e-13,6.97164546e-10,"Geno_at_39"
"Oasl2","ENSMUSG00000029561.17",1.57471623,1.3023181,11.9144007,8.28036737e-13,2.32784785e-09,"Geno_at_39"
"Isg15","ENSMUSG00000035692.7",1.49989826,0.675632447,10.8201515,8.52676885e-12,1.86442538e-08,"Geno_at_39"
"Rell1","ENSMUSG00000047881.14",0.598190083,3.88965963,10.8510603,7.96728631e-12,1.86442538e-08,"Geno_at_39"
"Ifi206","ENSMUSG00000037849.8",1.45241773,1.24764544,10.6808556,1.1594609e-11,2.28170311e-08,"Geno_at_39"
"Ifi208","ENSMUSG00000066677.12",1.39643362,0.996970835,10.5388936,1.58989758e-11,2.84432677e-08,"Geno_at_39"
"Mx1","ENSMUSG00000000386.16",1.37534419,0.252481613,10.277675,2.86126961e-11,4.69224372e-08,"Geno_at_39"
"Trim30d","ENSMUSG00000057596.13",1.04985378,2.81280405,10.2183416,3.84493347e-11,5.40460327e-08,"Geno_at_39"
"Trim12c","ENSMUSG00000057143.15",0.416130664,5.21816241,10.1752968,3.6108133e-11,5.40460327e-08,"Geno_at_39"
"Rtp4","ENSMUSG00000033355.6",1.71577229,1.43571706,10.7907762,5.0371513e-11,6.60840669e-08,"Geno_at_39"
"Samd9l","ENSMUSG00000047735.14",0.893633317,3.84848685,10.1330294,1.56745134e-10,1.92786718e-07,"Geno_at_39"
"Dhx58","ENSMUSG00000017830.15",0.808771465,3.08158754,9.48431884,1.79883605e-10,2.08231145e-07,"Geno_at_39"
"Xaf1","ENSMUSG00000040483.15",1.22393126,2.86632137,10.0591648,4.39364568e-10,4.80347518e-07,"Geno_at_39"
"Oas2","ENSMUSG00000032690.16",1.10654313,-0.205922023,9.01183181,5.59094588e-10,5.79074863e-07,"Geno_at_39"
"Rnf213","ENSMUSG00000070327.14",1.16963031,5.15950369,11.4585168,1.35802458e-09,1.33622829e-06,"Geno_at_39"
"Eif2ak2","ENSMUSG00000024079.4",0.463406781,5.52471814,8.60002936,1.89717592e-09,1.77783452e-06,"Geno_at_39"
"Trim25","ENSMUSG00000000275.16",0.254155306,6.59911236,8.30955846,3.18456301e-09,2.84859161e-06,"Geno_at_39"
"Sp100","ENSMUSG00000026222.16",0.276749908,7.15706725,7.96498989,7.65491053e-09,6.54960802e-06,"Geno_at_39"
"Mx2","ENSMUSG00000023341.15",1.04879977,1.1444422,7.77178122,1.26002042e-08,1.03316424e-05,"Geno_at_39"
"Trim30a","ENSMUSG00000030921.17",0.706179272,5.38903517,9.07910735,1.36241176e-08,1.07243604e-05,"Geno_at_39"
"Ifit3","ENSMUSG00000074896.3",1.17575674,0.350058146,7.71481096,1.46077354e-08,1.10563702e-05,"Geno_at_39"
"Ifi27l2a","ENSMUSG00000079017.3",0.996558812,5.54915277,9.52671779,3.20658398e-08,2.33712467e-05,"Geno_at_39"
"Lgals9","ENSMUSG00000001123.15",0.321169682,5.61263214,7.14064551,6.62421387e-08,4.65563945e-05,"Geno_at_39"
"Oasl1","ENSMUSG00000041827.15",0.60723379,-0.740521642,6.96307721,1.06540203e-07,7.2296712e-05,"Geno_at_39"
"Usp18","ENSMUSG00000030107.10",0.873295597,1.62427597,6.92062977,1.194176e-07,7.83339648e-05,"Geno_at_39"
"Lgals3bp","ENSMUSG00000033880.11",0.581527654,4.7830016,7.4922708,1.26125834e-07,8.00654933e-05,"Geno_at_39"
"Oas3","ENSMUSG00000032661.9",1.35168958,2.60192756,8.0953646,1.36981693e-07,8.42394602e-05,"Geno_at_39"
"Trim34a","ENSMUSG00000056144.14",0.495280881,3.55362799,6.85321494,1.43199428e-07,8.53945924e-05,"Geno_at_39"
"Ddx58","ENSMUSG00000040296.15",0.671605831,3.2364048,6.73842195,3.04324335e-07,0.000176141135,"Geno_at_39"
"Adar","ENSMUSG00000027951.16",0.205028034,6.82759478,6.49998809,3.73642751e-07,0.000210083306,"Geno_at_39"
"Slfn5","ENSMUSG00000054404.13",0.593320064,3.1442341,6.36460431,5.48403023e-07,0.000299778419,"Geno_at_39"
"Ifi214","ENSMUSG00000070501.14",0.984552854,0.362597285,6.32994163,5.9535912e-07,0.000316650598,"Geno_at_39"
"Slfn1","ENSMUSG00000078763.2",0.655768887,3.95962975,6.79278805,6.58522766e-07,0.000341028145,"Geno_at_39"
"Stat2","ENSMUSG00000040033.16",0.283417254,6.26184898,6.1907103,8.734263e-07,0.000440721953,"Geno_at_39"
"Zfp362","ENSMUSG00000028799.15",-0.322249535,6.43353035,-6.1878625,1.55366255e-06,0.000764363133,"Geno_at_39"
"Oas1a","ENSMUSG00000052776.10",0.610604624,-0.634445414,5.60691222,4.42042063e-06,0.00212169409,"Geno_at_39"
"Gm20559","ENSMUSG00000106734.3",0.79600691,2.40950364,5.85025455,4.95391325e-06,0.00232114426,"Geno_at_39"
"Ifi213","ENSMUSG00000073491.11",0.658085577,0.115931922,5.50407715,5.89271934e-06,0.00269680986,"Geno_at_39"
"Ifi209","ENSMUSG00000043263.13",0.640672715,1.08287454,5.44933527,6.86821489e-06,0.00307180911,"Geno_at_39"
"Ifi203","ENSMUSG00000039997.16",0.413187377,7.17787893,6.0243548,9.23373473e-06,0.0040380148,"Geno_at_39"
"BC147527","ENSMUSG00000094796.2",0.627374115,1.053388,5.29460339,1.05945015e-05,0.0045323738,"Geno_at_39"
"Ccl5","ENSMUSG00000035042.2",0.707610295,0.391673198,5.27958733,1.10499323e-05,0.00454138668,"Geno_at_39"
"Trat1","ENSMUSG00000030775.11",-0.254649515,5.76135405,-5.27871078,1.10771157e-05,0.00454138668,"Geno_at_39"
"Hsh2d","ENSMUSG00000062007.13",0.499302693,2.53941331,5.14817766,1.59726093e-05,0.00641479549,"Geno_at_39"
"Gm5970","ENSMUSG00000085977.1",0.650776677,2.47937739,5.25291216,1.68803697e-05,0.0066437759,"Geno_at_39"
"Pml","ENSMUSG00000036986.16",0.259188187,7.04539896,5.25586111,1.77876818e-05,0.00686360373,"Geno_at_39"
"Ms4a4b","ENSMUSG00000056290.16",0.38833703,3.91723031,4.99466203,2.56214149e-05,0.00969622739,"Geno_at_39"
"Trim12a","ENSMUSG00000066258.13",0.282954589,4.75136828,4.91466595,3.07417146e-05,0.0114144566,"Geno_at_39"
"Slfn8","ENSMUSG00000035208.16",0.343360749,3.38479564,4.77803968,4.50736317e-05,0.016426,"Geno_at_39"
"Trim56","ENSMUSG00000043279.9",0.185682847,6.30274705,4.67196306,6.06414899e-05,0.0216975251,"Geno_at_39"
"Gm48210","ENSMUSG00000112770.1",0.435324845,1.50037454,4.5829064,7.7762474e-05,0.0273265665,"Geno_at_39"
"Bax","ENSMUSG00000003873.11",-0.173749003,6.14793601,-4.55050068,8.51180783e-05,0.0293866432,"Geno_at_39"
"Cfap74","ENSMUSG00000078490.10",-0.543779179,1.83729251,-4.50077962,9.77668919e-05,0.0331716322,"Geno_at_39"
"Ifit3b","ENSMUSG00000062488.9",0.481262751,-0.663808567,4.47152075,0.000106063488,0.0353766674,"Geno_at_39"
"B4galt5","ENSMUSG00000017929.13",0.168056055,5.56257156,4.46504391,0.000107992321,0.0354196814,"Geno_at_39"
"H2-T24","ENSMUSG00000053835.17",0.355838365,3.75040575,4.45927062,0.000110332159,0.0355938778,"Geno_at_39"
"Ppib","ENSMUSG00000032383.7",-0.154948476,6.80866141,-4.45011154,0.000112572664,0.0357309266,"Geno_at_39"
"Ifi44","ENSMUSG00000028037.13",0.637285129,-0.516849401,4.41253866,0.00013956172,0.0435942076,"Geno_at_39"
"Usp25","ENSMUSG00000022867.11",0.132089946,6.62878022,4.33045274,0.000156934622,0.0482549443,"Geno_at_39"
"Gm6548","ENSMUSG00000091549.1",0.197008209,5.08381919,4.30684997,0.000167539044,0.0507230899,"Geno_at_39"
"Tlr7","ENSMUSG00000044583.13",0.582157582,0.841035757,4.2905753,0.000175260266,0.0522567692,"Geno_at_39"
"Mndal","ENSMUSG00000090272.9",0.284910036,6.57332245,4.54365959,0.000179275964,0.052656294,"Geno_at_39"
"Cmpk2","ENSMUSG00000020638.8",0.552397768,1.82163017,4.28350464,0.000182245572,0.0527413325,"Geno_at_39"
"Ddx60","ENSMUSG00000037921.15",0.757574802,0.825143315,4.34246303,0.000193784105,0.0552677885,"Geno_at_39"
"Gm12786","ENSMUSG00000085581.1",-0.396606786,-0.408707946,-4.2375075,0.000202959827,0.0570578062,"Geno_at_39"
"Gbp9","ENSMUSG00000029298.15",0.633308732,3.68540091,4.5420362,0.000252071046,0.0698662833,"Geno_at_39"
"Ifih1","ENSMUSG00000026896.14",0.534279527,4.02964762,4.49032629,0.000257032411,0.0702519558,"Geno_at_39"
"Irf9","ENSMUSG00000002325.15",0.167402081,6.34200731,4.13235244,0.00027120809,0.0731110137,"Geno_at_39"
"Trim5","ENSMUSG00000060441.15",0.353747678,3.28872389,4.0716188,0.000320448345,0.0852176079,"Geno_at_39"
"5830444B04Rik","ENSMUSG00000084803.8",-0.521271764,1.77561733,-4.04317601,0.000348274609,0.0913826138,"Geno_at_39"
"Gm37121","ENSMUSG00000103032.1",0.412520733,-0.537661911,4.03497986,0.000354299097,0.0917401569,"Geno_at_39"
"Sult6b1","ENSMUSG00000038045.14",0.507851045,0.620999781,4.02266675,0.000366445355,0.0924522838,"Geno_at_39"
"Pgm2","ENSMUSG00000029171.12",0.195582984,4.32788351,4.02401859,0.000365092107,0.0924522838,"Geno_at_39"
"Slfn9","ENSMUSG00000069793.12",0.197335481,5.68347022,4.00424153,0.000385388204,0.0960006894,"Geno_at_39"
"Rpl28-ps1","ENSMUSG00000058603.10",-0.127655201,8.76707279,-3.99137976,0.000399177572,0.0981926931,"Geno_at_39"
"Rpl13-ps6","ENSMUSG00000059776.7",-0.425248573,-0.154983326,-3.94820675,0.000449097315,0.10910847,"Geno_at_39"
"H2-T23","ENSMUSG00000067212.8",0.176884258,7.83120936,3.95661472,0.000507163021,0.12171294,"Geno_at_39"
"Rpusd2","ENSMUSG00000027324.1",0.177368637,4.1865755,3.87410638,0.000549404788,0.130261889,"Geno_at_39"
"Ifit2","ENSMUSG00000045932.12",0.242520962,3.48032187,3.81816807,0.000639344419,0.149781653,"Geno_at_39"
"Gm11295","ENSMUSG00000084038.2",-0.530446475,-0.378260982,-3.80817385,0.000656863031,0.152075383,"Geno_at_39"
"Slfn2","ENSMUSG00000072620.3",0.153211799,7.35094446,3.76051068,0.000747068524,0.170948389,"Geno_at_39"
"Cbx3-ps6","ENSMUSG00000057886.5",-0.498549193,0.654270652,-3.74310544,0.000782933319,0.176598698,"Geno_at_39"
"Ost4","ENSMUSG00000038803.7",-0.135268944,5.16491964,-3.73990465,0.000789709104,0.176598698,"Geno_at_39"
"Gm6545","ENSMUSG00000111118.1",0.357193276,-0.735609677,3.73023918,0.00081051883,0.177224445,"Geno_at_39"
"Cbx3-ps7","ENSMUSG00000059647.5",-0.288486764,3.31842803,-3.73361088,0.000803199581,0.177224445,"Geno_at_39"
"Malt1","ENSMUSG00000032688.9",0.117582164,8.35560221,3.72233487,0.000827933146,0.179042817,"Geno_at_39"
"Trafd1","ENSMUSG00000042726.14",0.16177698,5.64792457,3.69462523,0.000891907795,0.190781016,"Geno_at_39"
"Cox16","ENSMUSG00000091803.7",-0.27038373,3.15946606,-3.69023704,0.000902470969,0.190964798,"Geno_at_39"
"Wdfy1","ENSMUSG00000073643.11",0.197066593,4.20084427,3.66250692,0.000972093827,0.198858081,"Geno_at_39"
"Thoc7","ENSMUSG00000053453.9",-0.156283876,5.88757311,-3.66418308,0.000967741002,0.198858081,"Geno_at_39"
"Gm10123","ENSMUSG00000062933.7",-0.129344645,9.90331105,-3.66461744,0.000985910434,0.198858081,"Geno_at_39"
"Syf2","ENSMUSG00000028821.8",-0.125036372,6.47766605,-3.65552896,0.000990420386,0.198858081,"Geno_at_39"
"Abhd2","ENSMUSG00000039202.12",0.103354972,6.70398576,3.65178029,0.00100040399,0.198858081,"Geno_at_39"
"Usp24","ENSMUSG00000028514.15",0.0976660606,7.52266289,3.65283865,0.000997575453,0.198858081,"Geno_at_39"
"Rsad2","ENSMUSG00000020641.16",0.399015289,-0.706333771,3.64454342,0.00101995506,0.200716956,"Geno_at_39"
"Ctse","ENSMUSG00000004552.16",-0.284834196,2.58776225,-3.62154383,0.00108458816,0.211322875,"Geno_at_39"
"Herc6","ENSMUSG00000029798.11",0.26847524,3.68629971,3.61563323,0.00110183046,0.2117521,"Geno_at_39"
"Mrtfb","ENSMUSG00000009569.14",0.159052592,4.82511736,3.61343468,0.00110831172,0.2117521,"Geno_at_39"
"Tma7-ps","ENSMUSG00000059058.7",-0.152258188,5.49402164,-3.60330584,0.00113865259,0.215457157,"Geno_at_39"
"Adam19","ENSMUSG00000011256.16",0.127370493,7.98086048,3.59375859,0.00116798877,0.218903342,"Geno_at_39"
"Ogfr","ENSMUSG00000049401.10",0.136843803,6.94389851,3.58528899,0.00119462667,0.221783568,"Geno_at_39"
"Snord88c","ENSMUSG00000096296.1",0.417857389,-0.17316196,3.54421104,0.00133241008,0.245051383,"Geno_at_39"
"Ago2","ENSMUSG00000036698.11",0.0954478735,8.40429266,3.52848298,0.00138914303,0.253119868,"Geno_at_39"
"Fbn1","ENSMUSG00000027204.13",0.48915366,0.720516126,3.51225849,0.00145011636,0.26180587,"Geno_at_39"
"Gm4992","ENSMUSG00000084110.4",0.460919418,-0.180168605,3.49733187,0.00150849503,0.266239864,"Geno_at_39"
"Gm12430","ENSMUSG00000081152.1",-0.245077863,2.53255027,-3.48893671,0.00154232149,0.266239864,"Geno_at_39"
"Gm15387","ENSMUSG00000082585.3",-0.203539687,4.47612774,-3.49287756,0.00152635229,0.266239864,"Geno_at_39"
"Gm6055","ENSMUSG00000062081.6",-0.152746488,5.31987281,-3.49165951,0.00153127096,0.266239864,"Geno_at_39"
"Rps12-ps3","ENSMUSG00000067038.6",-0.134062124,7.4640652,-3.49803105,0.00150571044,0.266239864,"Geno_at_39"
"Selenop","ENSMUSG00000064373.12",-0.132097985,5.73068444,-3.47912534,0.00158278463,0.270848859,"Geno_at_39"
"Mpeg1","ENSMUSG00000046805.10",0.738258075,2.06808663,3.66915966,0.00171699807,0.286841284,"Geno_at_39"
"Gm26510","ENSMUSG00000097154.2",-0.339937907,1.63211589,-3.44442074,0.00173431052,0.286841284,"Geno_at_39"
"Pccb","ENSMUSG00000032527.13",-0.19687736,4.03194719,-3.44436932,0.00173454509,0.286841284,"Geno_at_39"
"Ipo8","ENSMUSG00000040029.15",0.101658604,6.65728453,3.44720688,0.00172164566,0.286841284,"Geno_at_39"
"Supt4a","ENSMUSG00000020485.14",-0.108923434,5.67781213,-3.43291551,0.00178756896,0.293146413,"Geno_at_39"
"Parp14","ENSMUSG00000034422.14",0.224081085,7.23751452,3.5960354,0.00181806997,0.295684288,"Geno_at_39"
"Gm23115","ENSMUSG00000089105.1",-0.412653314,-0.0858626327,-3.41478137,0.0018747331,0.297523167,"Geno_at_39"
"Gm37569","ENSMUSG00000102556.1",-0.364558073,-0.278104239,-3.41523976,0.00187248007,0.297523167,"Geno_at_39"
"Arl6ip1","ENSMUSG00000030654.9",-0.0910997049,8.59638524,-3.41965394,0.00185091757,0.297523167,"Geno_at_39"
"Vasn","ENSMUSG00000039646.5",0.235001099,3.19798608,3.37136378,0.00210040758,0.328948854,"Geno_at_39"
"Rnf5","ENSMUSG00000015478.13",-0.185786338,4.20553147,-3.36728635,0.00212289773,0.328948854,"Geno_at_39"
"Uba7","ENSMUSG00000032596.14",0.179957238,5.65016818,3.3803674,0.00211954476,0.328948854,"Geno_at_39"
"Rplp0-ps1","ENSMUSG00000081640.1",-0.353437845,1.19659745,-3.36129338,0.00215637516,0.328955867,"Geno_at_39"
"Oaz1-ps","ENSMUSG00000043801.7",-0.104565521,7.67112723,-3.36372518,0.00214273,0.328955867,"Geno_at_39"
"Rps15a-ps5","ENSMUSG00000067058.7",-0.168448421,5.92996538,-3.36358946,0.00218441228,0.329023572,"Geno_at_39"
"Spn","ENSMUSG00000051457.7",0.106707895,8.76581941,3.35509154,0.00219155445,0.329023572,"Geno_at_39"
"Rps6ka3","ENSMUSG00000031309.15",0.104493,7.50500725,3.35240273,0.00220697757,0.329023572,"Geno_at_39"
"CT010467.1","ENSMUSG00000106106.3",0.672212638,11.2549635,3.61897045,0.0022640672,0.332496854,"Geno_at_39"
"Serpinb2","ENSMUSG00000062345.10",0.470124443,0.651943191,3.34524623,0.00224853853,0.332496854,"Geno_at_39"
"Parp12","ENSMUSG00000038507.6",0.499147375,2.17726808,3.39606931,0.00244250319,0.34207972,"Geno_at_39"
"Gm18255","ENSMUSG00000110175.1",-0.307141438,-0.644952803,-3.31120266,0.00245677623,0.34207972,"Geno_at_39"
"Apex1","ENSMUSG00000035960.14",-0.145796,5.51646078,-3.32846214,0.00234898693,0.34207972,"Geno_at_39"
"Atp6v1d","ENSMUSG00000021114.9",-0.115550218,6.64988189,-3.31288799,0.00244604496,0.34207972,"Geno_at_39"
"Atp10a","ENSMUSG00000025324.8",0.104559339,6.58967202,3.32108047,0.00239451854,0.34207972,"Geno_at_39"
"Naca","ENSMUSG00000061315.14",-0.104038556,7.64147195,-3.32169362,0.00239070443,0.34207972,"Geno_at_39"
"Sub1","ENSMUSG00000022205.15",-0.0959398556,7.72530367,-3.30938769,0.00246838357,0.34207972,"Geno_at_39"
"Gm6863","ENSMUSG00000043483.4",-0.0854441236,8.42764292,-3.31893527,0.00240790898,0.34207972,"Geno_at_39"
"H2-Q5","ENSMUSG00000055413.12",0.406201455,2.45275304,3.32420676,0.00257612918,0.354515007,"Geno_at_39"
"Usp34","ENSMUSG00000056342.16",0.102088863,8.03495461,3.28744157,0.00261297489,0.357088422,"Geno_at_39"
"Gm5611","ENSMUSG00000090602.3",-0.135501881,6.89181993,-3.27949757,0.00266729229,0.361997552,"Geno_at_39"
"Ifitm1","ENSMUSG00000025491.14",-0.336226185,2.521581,-3.2750547,0.00269814157,0.363676219,"Geno_at_39"
"Gm15772","ENSMUSG00000062353.6",-0.12166446,8.11930243,-3.26946255,0.00273745808,0.366465562,"Geno_at_39"
"Gramd3","ENSMUSG00000001700.10",0.161397254,5.19556994,3.2600711,0.00280472618,0.372933827,"Geno_at_39"
"Gm37795","ENSMUSG00000102813.1",-0.282640594,2.50958001,-3.25523759,0.00283996254,0.375084717,"Geno_at_39"
"Cox7b","ENSMUSG00000031231.4",-0.155266911,6.60751845,-3.26721809,0.00287644019,0.376144132,"Geno_at_39"
"Gss","ENSMUSG00000027610.17",-0.151155453,4.04598087,-3.24897995,0.0028862119,0.376144132,"Geno_at_39"
"Znfx1","ENSMUSG00000039501.14",0.130569108,5.69955946,3.216138,0.00314102581,0.40665952,"Geno_at_39"
"Mdn1","ENSMUSG00000058006.12",0.114548105,7.69376252,3.21255707,0.00317007804,0.407738339,"Geno_at_39"
"Plaat3","ENSMUSG00000060675.13",-0.115402782,6.56559996,-3.20532827,0.00322951149,0.412685432,"Geno_at_39"
"Gm15501","ENSMUSG00000087412.4",-0.112832304,8.4454316,-3.19996369,0.00327430576,0.415710084,"Geno_at_39"
"Ddx24","ENSMUSG00000041645.14",0.102233714,7.16719831,3.19421311,0.0033229833,0.419185823,"Geno_at_39"
"Gm15122","ENSMUSG00000087672.1",-0.260401922,2.36292021,-3.18616097,0.003392308,0.425205281,"Geno_at_39"
"Gm10257","ENSMUSG00000114759.1",-0.195646997,3.77185332,-3.17111975,0.00352552735,0.436994731,"Geno_at_39"
"Snrpf","ENSMUSG00000020018.6",-0.158664517,4.93678069,-3.17053822,0.00353077708,0.436994731,"Geno_at_39"
"Spef2","ENSMUSG00000072663.12",0.248179526,2.64062849,3.16534264,0.00357801247,0.43728985,"Geno_at_39"
"Serf1","ENSMUSG00000021643.15",-0.218099255,2.88591208,-3.16533539,0.00357807879,0.43728985,"Geno_at_39"
"Oxnad1","ENSMUSG00000021906.14",-0.193645035,3.59287592,-3.1629655,0.00359982497,0.43728985,"Geno_at_39"
"Gm10132","ENSMUSG00000063556.5",-0.211575282,3.08158995,-3.15878553,0.00363848869,0.439274962,"Geno_at_39"
"A930037H05Rik","ENSMUSG00000109408.1",0.332198983,0.974295941,3.15480682,0.00367565903,0.439507968,"Geno_at_39"
"Gm6421","ENSMUSG00000114540.1",-0.211574389,4.09347701,-3.15380384,0.00368508637,0.439507968,"Geno_at_39"
"Txnl4a","ENSMUSG00000057130.12",-0.160912846,4.93548131,-3.14556358,0.00376341767,0.446146364,"Geno_at_39"
"Gm44835","ENSMUSG00000108557.1",-0.332531823,-0.570360375,-3.13793841,0.00383731627,0.446869996,"Geno_at_39"
"Mir1964","ENSMUSG00000089139.1",-0.321747491,-0.654303347,-3.13558996,0.00386035364,0.446869996,"Geno_at_39"
"Gm12191","ENSMUSG00000083061.1",-0.115314658,7.82573835,-3.13659631,0.00385046559,0.446869996,"Geno_at_39"
"Srp14","ENSMUSG00000009549.14",-0.101838173,6.42259585,-3.13880335,0.0038288646,0.446869996,"Geno_at_39"
"E330032C10Rik","ENSMUSG00000117292.1",0.328689363,-0.317518545,3.12752485,0.00394047855,0.453477646,"Geno_at_39"
"Parp9","ENSMUSG00000022906.15",0.152820651,6.52952315,3.14414489,0.0039731623,0.454580587,"Geno_at_39"
"Emilin1","ENSMUSG00000029163.9",-0.244078529,2.17666162,-3.11392408,0.0040792047,0.464015429,"Geno_at_39"
"9630013D21Rik","ENSMUSG00000059027.14",-0.283773127,2.16082644,-3.10607337,0.00416138827,0.466875088,"Geno_at_39"
"Gm4070","ENSMUSG00000078606.8",0.26159695,2.97111628,3.09584158,0.00427086866,0.466875088,"Geno_at_39"
"Gm12366","ENSMUSG00000082762.1",0.247628639,2.68216995,3.10470215,0.00417590362,0.466875088,"Geno_at_39"
"Sdc3","ENSMUSG00000025743.14",0.168816945,5.46049106,3.10026489,0.00429077011,0.466875088,"Geno_at_39"
"Hbp1","ENSMUSG00000002996.17",-0.132595606,5.89972553,-3.0947221,0.00428301232,0.466875088,"Geno_at_39"
"Tmem245","ENSMUSG00000055296.14",0.106208316,6.17243969,3.0941871,0.00428882743,0.466875088,"Geno_at_39"
"Gm7536","ENSMUSG00000057036.7",-0.0938686602,9.64288235,-3.09369889,0.0042941405,0.466875088,"Geno_at_39"
"Coro1c","ENSMUSG00000004530.12",0.0924542285,7.1732892,3.10674964,0.00415424724,0.466875088,"Geno_at_39"
"Atcay","ENSMUSG00000034958.11",0.275518282,2.35622269,3.08161094,0.00442770763,0.476513476,"Geno_at_39"
"Oas1b","ENSMUSG00000029605.16",0.267692985,3.35356637,3.08129783,0.00443121937,0.476513476,"Geno_at_39"
"Gm10275","ENSMUSG00000069682.6",-0.115831348,9.8499419,-3.09480499,0.0044955324,0.480802076,"Geno_at_39"
"Gm44164","ENSMUSG00000107756.1",0.563693059,3.522218,3.26040178,0.00464290776,0.480883062,"Geno_at_39"
"Mir6236","ENSMUSG00000098973.1",0.508215841,5.46788888,3.2833677,0.00460312507,0.480883062,"Geno_at_39"
"Gm23205","ENSMUSG00000089296.1",0.315212175,-0.157586189,3.06505709,0.00461705124,0.480883062,"Geno_at_39"
"Rps15-ps2","ENSMUSG00000071419.7",-0.140061625,5.34349796,-3.07040327,0.00455507458,0.480883062,"Geno_at_39"
"Zcchc17","ENSMUSG00000028772.19",-0.129273,5.34736087,-3.06691974,0.00459536758,0.480883062,"Geno_at_39"
"Serpinb6a","ENSMUSG00000060147.15",-0.120517967,6.42971479,-3.06492467,0.00461859652,0.480883062,"Geno_at_39"
"Xntrpc","ENSMUSG00000070425.13",-0.35334162,-0.360319145,-3.05650725,0.0047178374,0.484047714,"Geno_at_39"
"Trgc2","ENSMUSG00000076752.2",-0.222216522,3.24205827,-3.05610279,0.0047226567,0.484047714,"Geno_at_39"
"Itpr1","ENSMUSG00000030102.11",0.142400624,4.9117482,3.0494102,0.00480308382,0.489740345,"Geno_at_39"
"Glis1","ENSMUSG00000034762.9",-0.319551909,-0.665290718,-3.03558874,0.00497332132,0.4987869,"Geno_at_39"
"Ncf2","ENSMUSG00000026480.12",-0.262596931,2.36656838,-3.03400489,0.00499319169,0.4987869,"Geno_at_39"
"Bivm","ENSMUSG00000041684.11",0.181817325,3.46527398,3.03589318,0.00496951054,0.4987869,"Geno_at_39"
"Gm11847","ENSMUSG00000060989.8",-0.151469614,5.01270214,-3.0354459,0.00497511031,0.4987869,"Geno_at_39"
"Rpl22","ENSMUSG00000028936.15",-0.0863138278,9.05369107,-3.03002973,0.00504339496,0.501257421,"Geno_at_39"
"B230208H11Rik","ENSMUSG00000097378.8",-0.342061786,-0.322978179,-3.02698444,0.00508217869,0.502573841,"Geno_at_39"
"Tdrd7","ENSMUSG00000035517.17",0.266374017,1.97076259,3.02213948,0.00514446673,0.503671447,"Geno_at_39"
"Mylpf","ENSMUSG00000030672.12",-0.167182308,3.59168721,-3.02382485,0.00512271743,0.503671447,"Geno_at_39"
"Rps24-ps3","ENSMUSG00000081049.1",-0.180875853,8.26432831,-3.13699042,0.00522706178,0.504232102,"Geno_at_39"
"Rtraf-ps","ENSMUSG00000074479.3",-0.171618447,3.43136435,-3.01689077,0.0052127632,0.504232102,"Geno_at_39"
"Parp11","ENSMUSG00000037997.12",0.119274256,4.95441519,3.01807684,0.00519725517,0.504232102,"Geno_at_39"
"Ccdc173","ENSMUSG00000070883.3",-0.286664749,1.52088394,-3.01117611,0.00528810111,0.506994843,"Geno_at_39"
"Micos13","ENSMUSG00000049760.6",-0.129639596,5.44928751,-3.00973757,0.00530722789,0.506994843,"Geno_at_39"
"Gm28995","ENSMUSG00000101798.1",0.318151686,-0.639429658,3.00551532,0.00536374675,0.509562484,"Geno_at_39"
"Gm7666","ENSMUSG00000067547.6",-0.175222044,6.0501551,-3.050297,0.00541178715,0.509562484,"Geno_at_39"
"Atp9a","ENSMUSG00000027546.15",0.15011643,4.71318994,3.00345649,0.00539151281,0.509562484,"Geno_at_39"
"Gm49745","ENSMUSG00000116604.1",-0.329277151,-0.37080156,-2.99088641,0.00556401705,0.514057707,"Geno_at_39"
"Trim14","ENSMUSG00000039853.18",0.208890644,3.63857292,2.99094806,0.00556315836,0.514057707,"Geno_at_39"
"Gm9616","ENSMUSG00000114003.1",-0.0940318765,8.59812539,-2.99535252,0.00550213591,0.514057707,"Geno_at_39"
"Rps3a2","ENSMUSG00000062611.4",-0.0798113776,8.55297699,-2.99218464,0.0055459615,0.514057707,"Geno_at_39"
"Rassf1","ENSMUSG00000010067.13",-0.152435667,4.3686546,-2.98615564,0.00563028459,0.517749395,"Geno_at_39"
"Pde8b","ENSMUSG00000021684.17",0.284171482,-0.0788619896,2.98308364,0.00567371629,0.519316571,"Geno_at_39"
"C1qtnf4","ENSMUSG00000040794.5",0.335124757,-0.246076025,2.97611452,0.00577342544,0.524381118,"Geno_at_39"
"4930594C11Rik","ENSMUSG00000103948.1",-0.309522371,-0.524215578,-2.97549689,0.00578234172,0.524381118,"Geno_at_39"
